"","Breast_GSM133995","Breast_GSM134000","Breast_GSM134005","Breast_GSM134010","Breast_GSM134015"
"23039_XPO7",6.34,6.6,5.91,7.4,6.94
"23057_NMNAT2",3.87,3.66,3.8,4.52,3.77
"23075_SWAP70",2.85,4.87,4.09,4.04,3.55
"23076_RRP1B",6.19,7.19,6.19,7.51,5.78
"23077_MYCBP2",5.55,5.96,5.48,5.46,5.28
"23086_EXPH5",3.63,4.47,3.76,3.71,5.15
"23089_PEG10",3.09,4.11,4.83,5.24,5.03
"23108_RAP1GAP2",7.19,6.05,6.28,7.2,6.47
"23118_TAB2",4.31,5.84,5.1,5.72,5.61
"23119_HIC2",6.31,5.96,6.45,6.33,6.17
"23125_CAMTA2",5.29,6.18,7.54,6.24,5.45
"23129_PLXND1",6.62,6.47,7.3,6.02,7.12
"23141_ANKLE2",4.38,5.12,5.03,5.01,5.18
"23149_FCHO1",8.18,6.72,5.9,6.57,7.08
"23167_EFR3A",5.17,6.42,6.8,6.11,6.03
"23173_METAP1",6.97,7.19,7.05,7.17,5.96
"23180_RFTN1",4.46,8.14,9.3,6.49,4.07
"23191_CYFIP1",6.05,6.74,6.48,6.62,7.4
"23195_MDN1",3.84,4.41,4.29,4.68,3.75
"23199_GSE1",6.24,4.35,4.77,4.36,7.04
"23204_ARL6IP1",6.02,6.37,5.66,6.38,6.77
"23213_SULF1",5.23,4.14,8.97,4.53,4.61
"23225_NUP210",6.17,5.1,4.93,5.05,6
"23240_KIAA0922",5.24,4.89,4.84,4.78,4.32
"23243_ANKRD28",2.97,5.29,3.91,3.78,3.25
"23246_BOP1",7.54,8.09,8.62,8.57,6.91
"23255_MTCL1",2.43,4.48,4.11,4.59,2.38
"23258_DENND5A",4.57,5.47,6.06,5.86,4.59
"23266_ADGRL2",3.49,3.71,4.56,4.37,3.46
"23268_DNMBP",5.38,7.44,5.36,6.17,4.87
"23270_TSPYL4",4.89,5.35,5.32,4.8,5.78
"23275_POFUT2",5.78,7.24,7.97,7.11,6.46
"23291_FBXW11",4.39,5.56,4.75,5,4.93
"23294_ANKS1A",6.35,5.75,5.66,5.69,5.32
"23304_UBR2",3.65,5.62,4.46,4.51,3.97
"23314_SATB2",4.57,5.1,4.57,4,3.53
"23321_TRIM2",3.55,5.29,3.88,2.98,4.01
"23325_KIAA1033",4.97,6.07,5.73,5.33,4.93
"23333_DPY19L1",3.24,3.86,3.61,3.9,2.91
"23336_SYNM",3.1,3.27,4.65,3.09,2.71
"23350_U2SURP",4.75,5.23,4.87,5.66,5.36
"23355_VPS8",4.99,3.39,3.62,4.64,3.95
"23370_ARHGEF18",5.23,7.41,7.5,6.18,5.94
"23389_MED13L",5.5,5.63,5.25,5.61,7.59
"23405_DICER1",4.4,5.38,4.48,4.6,4.69
"23406_COTL1",5.06,7.52,8.33,8.25,5.73
"23412_COMMD3",6.26,6.58,6.87,6.33,6.5
"23423_TMED3",8.42,7.88,7.89,8.14,9.06
"23424_TDRD7",4.86,5.08,4.54,5.26,4.48
"23429_RYBP",5.61,6.56,6.72,6.13,5.88
"23432_GPR161",4.08,4.75,4.86,4.88,4.08
"23451_SF3B1",4.63,6.03,5.3,5.87,5.56
"23467_NPTXR",3.86,3.3,5.06,2.65,4.12
"23469_PHF3",4.04,6.22,4.61,4.79,4.79
"23471_TRAM1",2.81,3.47,4.5,4.45,3.73
"23474_ETHE1",6.88,7.9,7.93,6.6,8.06
"23475_QPRT",7.47,5.88,6.05,6.17,8.39
"23480_SEC61G",6.96,8.45,8.7,8.63,8.28
"23483_TGDS",4.76,3.56,3.76,3.74,3.17
"23484_LEPROTL1",4.74,5.62,6.47,6.94,5.15
"23500_DAAM2",5.12,5.18,5.82,5.68,5.61
"23511_NUP188",5.85,6.83,6.05,6.31,5.61
"23516_SLC39A14",6.04,7.73,8.99,9.32,6.25
"23528_ZNF281",4.98,5.82,6.5,6.59,6.01
"23530_NNT",2.91,4.19,3.32,3.47,3.57
"23531_MMD",4.07,5.58,4,4.95,4.85
"23532_PRAME",4.57,4.08,5.65,4.88,6.04
"23550_PSD4",8.13,6.84,7.1,7.03,7.51
"23558_WBP2",8.32,8.68,8.14,7.25,9.42
"23560_GTPBP4",6.88,7.49,6.77,7.42,7.1
"23564_DDAH2",8.6,8.79,9.02,8.47,9.34
"23568_ARL2BP",7.04,8.76,8.32,8.58,8.04
"23576_DDAH1",5.93,9.44,8.74,8.67,6.63
"23580_CDC42EP4",7.24,7.4,6.64,7.12,8.06
"23582_CCNDBP1",5.49,6.51,6.2,4.42,5.81
"23588_KLHDC2",6.37,6.82,6.09,4.82,6.5
"23593_HEBP2",6.23,7.64,7.04,7.64,7.66
"23603_CORO1C",6.21,7.01,7.2,6.74,6.09
"23612_PHLDA3",7.5,6.82,7.06,7.12,7.36
"23621_BACE1",4.72,5.37,5.73,5.57,5.28
"23637_RABGAP1",6.42,6.61,5.94,6.51,7.08
"23641_LDOC1",7.56,4.1,7.73,7.42,7.06
"23642_SNHG1",8.94,9.81,9.38,9.11,9.09
"23643_LY96",3.4,3.67,4.53,3.18,3.05
"23645_PPP1R15A",6.72,8.17,8.2,7.21,6.58
"23646_PLD3",4.33,4.13,4.31,4.42,4.23
"23648_SSBP3",6.58,6.21,6.34,6.67,6.48
"23650_TRIM29",4.52,4.38,3.93,3.93,4.74
"23654_PLXNB2",7.89,8.35,8.41,8.16,9.41
"23657_SLC7A11",3.41,7.16,7.63,4.44,3.24
"23658_LSM5",5.4,6.05,5.88,6.24,5.61
"23677_SH3BP4",4.99,6.77,7,5.91,5.13
"23682_RAB38",5.7,5.42,5.29,5.28,5.71
"23683_PRKD3",3.75,4.75,4.48,3.79,3.58
"23704_KCNE4",2.83,2.99,3.82,2.44,3.1
"23705_CADM1",3.93,3.02,7.13,3.64,5.95
"23710_GABARAPL1",2.45,3.07,2.6,3.21,3.18
"23741_EID1",5.16,5.31,5.74,4.78,5.28
"23743_BHMT2",5.83,4.64,4.99,5.55,5.42
"23753_SDF2L1",8.13,7.94,8.31,8.16,8.08
"23764_MAFF",2.94,6.73,6.32,5.55,3.26
"23768_FLRT2",3.15,3.26,5.2,4.3,3.15
"23780_APOL2",4.14,4.28,5.25,5.51,4.7
"24139_EML2",4.84,5.37,4.73,4.26,5.25
"24147_FJX1",4.84,6.39,4.88,6.14,6.71
"25778_DSTYK",4.21,4.3,4.49,4.46,4.47
"25796_PGLS",4.34,5.68,5.26,4.36,4.56
"25797_QPCT",2.38,2.27,2.02,2.16,2.2
"25800_SLC39A6",8.05,5.81,6.65,6.41,5.92
"25805_BAMBI",7.98,4.77,6.5,7.09,6.73
"25813_SAMM50",6.64,6.88,7.38,6.92,7.1
"25816_TNFAIP8",4.11,5.13,5.14,5.5,4.56
"25825_BACE2",7.2,7.75,7.18,5.54,7.32
"25829_TMEM184B",6.02,7.53,7.98,7.37,7.15
"25840_METTL7A",4.94,3.65,3.38,3.36,7.91
"25847_ANAPC13",6.06,6.38,6.66,5.93,6.77
"25875_LETMD1",7.15,6.42,6.58,6.27,7.29
"25894_PLEKHG4",5.3,5.77,5.73,5.68,5.01
"25900_IFFO1",6.4,6.09,7.04,5.94,6.14
"25902_MTHFD1L",4.38,5.94,5.03,6.09,4.6
"25906_ANAPC15",7.99,8.02,7.84,7.86,8.19
"25907_TMEM158",2.84,5.66,5.9,6.06,2.95
"25914_RTTN",4.85,5.91,5.81,5.9,5.72
"25923_ATL3",4.57,6.47,4.71,5.23,4.16
"25925_ZNF521",2.97,2.76,3.48,2.76,2.87
"25927_CNRIP1",4.31,3.32,5.65,5.44,3.94
"25928_SOSTDC1",3.21,3.07,2.9,3.37,3.04
"25932_CLIC4",3.35,6.12,7.5,5.7,4.01
"25934_NIPSNAP3A",4.11,4.13,3.96,3.68,4.29
"25936_NSL1",5.29,6.87,5.67,6.7,5.72
"25937_WWTR1",3.12,5.56,6.6,5.9,5.15
"25943_C20orf194",3.62,4.12,4.74,3.62,4.59
"25945_PVRL3",3.02,4.49,4.5,4.25,2.68
"25946_ZNF385A",8.27,6.91,6.49,6.7,9.35
"25959_KANK2",7.01,7.42,7.74,7.98,6.71
"25966_C2CD2",4.92,5.47,5.57,5.08,5.9
"25976_TIPARP",5,5.95,6.83,7.35,5.35
"25987_TSKU",7.92,6.38,6.84,6.18,7.16
"25996_REXO2",6.85,9.51,9.53,8.2,8.86
"26001_RNF167",6.86,6.87,7.38,5.57,6.89
"26002_MOXD1",4.01,4.04,4.28,4.16,3.65
"26010_SPATS2L",3.88,5.27,5.07,4.22,3.71
"26022_TMEM98",6.08,5.08,6.45,5.41,6.27
"26031_OSBPL3",3.05,6.29,3.24,4.12,3.66
"26037_SIPA1L1",3.98,4.21,3.74,3.79,3.91
"26049_FAM169A",3.69,4.21,3.39,3.38,4.45
"26071_FAM127B",8.46,9.51,8.73,9.3,7.78
"26092_TOR1AIP1",4.13,4.75,4.37,4.06,3.78
"26118_WSB1",5.09,6.3,5.73,5.86,5.9
"26128_KIF1BP",5.8,7.11,6.54,6.43,7.23
"26175_TMEM251",6,5.69,4.39,4.55,5.75
"26227_PHGDH",6.52,3.98,8.43,7.19,5.69
"26240_FAM50B",6.39,4.85,5.4,5.23,5.56
"26258_BLOC1S6",6.86,7.56,8.07,7.12,7.16
"26271_FBXO5",4.95,6.66,6.43,6.68,5.13
"26275_HIBCH",3.72,3.72,3.93,3.36,4.27
"26278_SACS",3.5,4.92,6.63,6.78,2.81
"26289_AK5",5.81,5.88,6.46,6,5.33
"26330_GAPDHS",5.48,4.55,4.92,5.21,4.84
"26353_HSPB8",8.22,5.6,6.18,5.9,7.33
"26354_GNL3",3.91,5.61,5.51,5.22,4.65
"26355_FAM162A",3.93,3.46,3.85,4.36,3.59
"26471_NUPR1",5.34,4.82,9.25,7.72,9.88
"26499_PLEK2",4.41,4.95,3.83,3.85,4.75
"26502_NARF",7.14,7.08,7.44,7.49,7.51
"26511_CHIC2",4.4,6.25,5.57,4.97,3.91
"26577_PCOLCE2",4.89,4.34,5.18,5.7,4.33
"26579_MYEOV",5.84,7.93,5.93,6.03,6.01
"26762_HAVCR1",3.62,3.22,2.5,3.19,3.4
"26872_STEAP1",5.29,6.8,5.54,5.05,5.08
"26994_RNF11",3.38,4.22,5.16,4.85,4
"26996_GPR160",3.68,2.61,2.52,2.53,5.23
"27000_DNAJC2",8.88,8.45,8.35,8.95,7.12
"27010_TPK1",3.49,3.65,3.52,3.7,3.68
"27018_NGFRAP1",10.87,10.75,9.96,4.34,9.98
"27020_NPTN",7.66,7.75,8.41,6.77,7.82
"27040_LAT",6.95,6.65,6.53,6.68,6.89
"27063_ANKRD1",3.49,5.29,3.25,3.15,3.49
"27065_NSG1",3.82,3.53,3.59,3.87,3.79
"27068_PPA2",7.86,7.2,6.59,6.73,7.36
"27075_TSPAN13",9.36,4.65,5.39,5.89,11.1
"27109_ATP5S",4.06,5.35,4.38,3.87,4.99
"27147_DENND2A",5.14,5.76,5.59,6.3,4.95
"27161_AGO2",6.1,6.39,6.8,7.21,6.49
"27230_SERP1",4.81,4.71,5.03,4.86,4.86
"27242_TNFRSF21",6.02,9.35,9.27,7.53,6.68
"27247_NFU1",3.3,5.11,5.05,3.44,4.34
"27249_MMADHC",7.69,7.88,7.88,6.91,7.23
"27290_SPINK4",4.44,4.63,4.12,3.93,5.19
"27324_TOX3",2.55,2.31,2.4,2.37,2.37
"27335_EIF3K",9.09,9.29,8.74,8.97,9
"27336_HTATSF1",6.88,7.66,6.73,7.94,6.39
"27338_UBE2S",9.1,9.81,9.64,9.39,7.65
"27342_RABGEF1",5.28,6.09,6.26,6.35,5.98
"27344_PCSK1N",7.27,5.33,5.35,5.61,5.82
"27346_TMEM97",6.22,6.67,6.54,6.5,6.91
"27347_STK39",4.05,5.98,5.21,4.82,3.84
"27440_CECR5",6.67,6.26,6.53,6.63,6.12
"27445_PCLO",3.62,3.57,3.23,4.22,3.97
"28231_SLCO4A1",7.18,7.3,6.83,7.35,6.69
"28825_IGLV1-40",5.94,4.11,4.19,3.78,4.81
"28951_TRIB2",4.99,6.62,6.7,5.26,4.47
"28962_OSTM1",3.17,3.75,3.85,4.43,3.45
"28969_BZW2",6.93,6.87,7.97,7.26,6.94
"28970_C11orf54",4.29,4.85,4.89,4.17,5.45
"28973_MRPS18B",8.97,8.49,8.17,7.96,9.14
"28978_TMEM14A",6.13,5.79,7.37,5.65,5.95
"28981_IFT81",4.01,4.9,4.42,5,4.54
"28986_MAGEH1",4.06,3.1,3.17,3.01,3.65
"28987_NOB1",7.44,7.14,7.35,7.41,6.97
"29058_TMEM230",7,8.4,9.11,7.03,7.88
"29085_PHPT1",8.24,8.21,8.73,8.46,8.19
"29088_MRPL15",6.66,6.7,6.94,7.19,6.52
"29091_STXBP6",3.28,2.94,3.13,3.1,2.97
"29103_DNAJC15",4.3,4.45,5,4.35,4.25
"29108_PYCARD",7.8,5.82,5.46,5.26,6.29
"29116_MYLIP",3.68,3.2,3.28,3.37,2.81
"29126_CD274",4.75,5.67,4.98,4.87,4.72
"29760_BLNK",4.38,3.85,3.99,3.51,6.17
"29766_TMOD3",5.66,4.92,4.49,4.22,3.83
"29780_PARVB",6.09,5.35,7.03,6.08,5.74
"29844_TFPT",6.25,6.56,6.32,6.7,6.26
"29880_ALG5",6.76,7.11,6.57,7.11,6.69
"29887_SNX10",3.13,2.62,2.61,2.68,2.81
"29896_TRA2A",3.75,4.84,4.68,4.55,4.24
"29953_TRHDE",2.52,2.65,2.54,2.62,2.5
"29966_STRN3",4.08,4.53,4.1,4.12,4.49
"29967_LRP12",3.04,4.27,4.83,4.38,3.45
"29968_PSAT1",4.44,7.19,7.69,6.1,3.67
"29978_UBQLN2",3.78,5.31,5.21,4.87,5.15
"29997_GLTSCR2",7.62,7.2,7.14,7.05,7.53
"30061_SLC40A1",4.67,4.39,3.87,3.92,6.43
"30836_DNTTIP2",3.64,7.56,5.26,6.25,4.49
"30846_EHD2",7.43,7.97,9.59,8.45,7.13
"30848_CTAG2",4.49,3.62,5.66,3.52,3.69
"30850_CDR2L",6.75,7.71,7.99,7.24,7.49
"50486_G0S2",3.88,9.82,4.33,3.39,3.58
"50488_MINK1",7.18,7.62,7.43,8.32,6.9
"50515_CHST11",2.78,4.65,2.75,3.68,3.51
"50617_ATP6V0A4",3.65,3.37,2.76,2.78,2.71
"50619_DEF6",6.21,6.31,4.83,5.01,5.92
"50807_ASAP1",4.24,4.95,5.27,4.94,4.02
"50808_AK3",7.32,6.72,6.68,7.67,6.28
"50854_C6orf48",9.1,9.34,9.31,9.35,9.01
"50861_STMN3",4.76,5.15,4.03,6.49,3.84
"50865_HEBP1",6.87,8.24,7.58,6.47,6.4
"51012_SLMO2",5.06,5.01,4.42,5.07,4.78
"51015_ISOC1",7.67,5.6,5.03,4.15,5.78
"51031_GLOD4",6.19,6.54,6.16,6.27,6.07
"51050_PI15",4.3,3.52,3.77,3.34,3.86
"51053_GMNN",6.78,8.09,7.58,6.87,6.68
"51056_LAP3",5.59,6.69,6.35,6.21,5.45
"51065_RPS27L",9.28,9.78,9.69,9.08,9.73
"51071_DERA",5.87,7.31,6.94,6.31,8.97
"51076_CUTC",5.05,5.03,5.16,5.03,5.65
"51082_POLR1D",7.13,7.61,6.98,7.12,5.95
"51083_GAL",7.22,4.01,3.31,4.4,3.45
"51084_CRYL1",6.97,6.37,5.44,5.92,6.68
"51088_KLHL5",3.49,4.4,5.27,3.83,3.47
"51096_UTP18",5.51,6.92,5.85,5.59,6.46
"51097_SCCPDH",4.79,6.34,5.48,4.73,4.58
"51100_SH3GLB1",5.35,7.24,6.02,6.78,5.29
"51110_LACTB2",2.98,3.56,3.22,3.3,3.21
"51118_UTP11L",5.08,5.69,6.36,5.82,5.44
"51124_IER3IP1",6.08,6.81,6.93,6.42,5.43
"51131_PHF11",3.93,5.03,4.59,4.49,4.29
"51133_KCTD3",4.59,4.01,3.68,3.01,5.77
"51143_DYNC1LI1",4.12,5.85,5.96,4.84,5.26
"51144_HSD17B12",6.31,8.16,8.01,7.3,7.34
"51150_SDF4",6.51,6.79,7.55,7.17,6.37
"51154_MRTO4",3.74,3.32,3.86,3.46,3.22
"51155_HN1",7.12,7.56,6.69,6.68,7.65
"51167_CYB5R4",3.55,4.58,3.84,4.64,3.19
"51170_HSD17B11",4.57,7.81,5.21,4.75,4.13
"51177_PLEKHO1",6.01,6.32,7.88,7.2,4.76
"51181_DCXR",9.68,7.83,8.08,7.14,10
"51186_WBP5",2.44,6.57,6.04,2.4,3.88
"51191_HERC5",4.2,4.74,4,4.61,3.95
"51192_CKLF",6.53,7.91,7.6,7.48,6.71
"51196_PLCE1",3,3.38,3.37,4.23,4.99
"51200_CPA4",6.13,8.7,8.04,7.71,6.37
"51202_DDX47",5.85,7.37,7.34,7.3,5.47
"51205_ACP6",7.25,7.31,5.57,5.27,7.12
"51226_COPZ2",5.97,5.68,7.93,5.75,6.37
"51232_CRIM1",4.1,8.5,8.91,7.8,7.26
"51237_MZB1",5.83,5.88,5.85,6.12,6.21
"51249_TMEM69",2.51,3.35,3.03,2.64,2.76
"51251_NT5C3A",6.89,7.03,6.71,6.81,6.5
"51256_TBC1D7",7.07,6.22,6.68,6.14,6.9
"51259_TMEM216",7.08,7.03,6.68,5.85,6.61
"51260_PBDC1",5.06,6.77,5.63,5.35,4.82
"51278_IER5",4.96,6.69,5.91,4.87,5.79
"51280_GOLM1",6.17,7.42,6.69,7.5,7.47
"51282_SCAND1",7.63,8.24,7.42,7.58,8.19
"51287_COA4",8.3,9.03,8.82,8.28,8.73
"51299_NRN1",3.27,3.1,3.15,4.23,3.18
"51303_FKBP11",7.31,5.86,8.47,6.28,6.22
"51315_KRCC1",6.3,5.58,6.57,4.67,5.19
"51316_PLAC8",5.59,10.11,4.56,7.57,5.38
"51319_RSRC1",4.91,5.25,6.47,4.58,5.11
"51330_TNFRSF12A",7.07,8.44,8.92,7.86,7.98
"51337_THEM6",8.04,7.15,7.11,8.04,7.88
"51361_HOOK1",3.5,2.93,3,2.78,3.5
"51365_PLA1A",2.24,2.18,2.18,2.93,2.3
"51375_SNX7",2.86,5.42,5,4.71,2.79
"51382_ATP6V1D",5.95,7.29,6.73,7.16,7.02
"51389_RWDD1",5.35,6.72,6.42,6.79,5.45
"51393_TRPV2",5.31,5.2,5.05,5.2,5.16
"51399_TRAPPC4",7.24,8.51,7.48,7.62,8.37
"51400_PPME1",7.34,8.79,7.5,7.49,7.5
"51409_HEMK1",6.31,8.58,7.44,8.52,7.39
"51422_PRKAG2",3.93,5.48,4.79,5.29,4.52
"51438_MAGEC2",2.71,2.72,3.31,2.93,2.84
"51441_YTHDF2",7.26,7.52,7.87,8.2,6.67
"51442_VGLL1",4.45,3.62,4.1,3.86,4.51
"51447_IP6K2",5.58,5.76,5.21,4.71,5.62
"51449_PCYOX1",3.97,4.55,3.86,3.29,3.79
"51454_GULP1",2.68,4.01,4.15,3.28,2.85
"51473_DCDC2",2.67,2.27,2.1,2.91,2.64
"51474_LIMA1",6.24,6.38,6.79,5.81,6.29
"51477_ISYNA1",4.89,2.66,2.76,3.32,4.29
"51491_NOP16",7.69,7.78,7.14,8.14,6.85
"51514_DTL",4.14,5.31,4.87,4.42,4.6
"51523_CXXC5",4.55,2.81,4.77,2.67,4.89
"51538_ZCCHC17",4.57,5.55,5.93,5.5,4.91
"51559_NT5DC3",5.72,6.78,5.41,5.9,5.37
"51567_TDP2",5.81,6.44,6.36,5.77,5.39
"51588_PIAS4",7.07,8,7.75,8.49,8.75
"51599_LSR",5.5,5.18,3.68,3.86,6.35
"51616_TAF9B",4.02,4.76,4.28,4.13,5.24
"51635_DHRS7",6.98,7.02,7.06,4.83,8.13
"51639_SF3B6",6.35,6.9,6.48,6.31,4.98
"51642_MRPL48",6.51,7,7.34,6.63,7.19
"51643_TMBIM4",5.06,5.69,3.32,5.21,5.2
"51645_PPIL1",6.75,7.59,6.97,5.58,6.49
"51646_YPEL5",3.66,5.85,5.54,4.87,4.85
"51651_PTRH2",7,7.67,6.75,5.89,7.47
"51655_RASD1",3.65,3.18,3.09,3.24,3.44
"51659_GINS2",5.62,5.21,5.42,4.52,6.35
"51660_MPC1",6.14,6.51,5.98,5.71,6.2
"51661_FKBP7",2.96,3.59,4.39,2.86,2.53
"51666_ASB4",2.46,2.41,2.27,2.6,3.1
"51668_HSPB11",5.69,7.95,7.67,7.65,8.52
"51669_SARAF",4.44,4.41,5.66,5.69,4.6
"51678_MPP6",6.28,8.09,7.38,7.99,6.65
"51696_HECA",4.89,6.03,6,6.34,5.56
"51700_CYB5R2",5.44,5.37,6.26,5.97,5.77
"51703_ACSL5",3,4.68,3.11,2.87,3.12
"51704_GPRC5B",4.11,3.96,4.73,3.98,4.22
"51726_DNAJB11",5.58,5.88,7.15,6.02,6.73
"51727_CMPK1",3.89,5.59,6.17,5.96,4.53
"51762_RAB8B",4.38,5.06,5.03,4.4,3.98
"51768_TM7SF3",5.92,5.11,5.69,5.5,6.21
"51773_RSF1",4.66,5.6,5.45,5.08,4.62
"51776_ZAK",3.27,4.31,4.56,3.97,3.14
"51804_SIX4",5.89,5.8,4.93,5.49,4.64
"51809_GALNT7",3.44,4.39,3.48,3.52,3.34
"53335_BCL11A",3.79,3.34,3.6,3.34,3.35
"53340_SPA17",4.01,5.4,4.52,4.4,5.78
"53826_FXYD6",7.48,6.75,7.04,6.83,7.07
"53827_FXYD5",7.02,9.33,9.08,9.78,8.16
"53836_GPR87",2.89,2.26,2.35,2.68,2.7
"53838_C11orf24",6.65,7.75,8.41,7.19,6.66
"54039_PCBP3",5.84,8.16,7.01,8.02,6.85
"54097_FAM3B",5.09,4.44,4.38,4.81,4.63
"54101_RIPK4",5.12,5.1,6.12,4.94,5.45
"54103_GSAP",3.65,3.73,3.28,3.42,3.56
"54107_POLE3",6.9,7.37,6.65,7.08,7.08
"54206_ERRFI1",4.3,7.61,5.96,7.29,4.57
"54331_GNG2",3.11,3.12,3.13,3.42,3.42
"54360_CYTL1",3.1,2.86,4.3,5.65,2.45
"54440_SASH3",4.63,4.11,4.1,4.22,4.38
"54443_ANLN",3.61,5.62,5.97,5.54,3.76
"54474_KRT20",2.51,2.27,2.25,2.36,2.25
"54504_CPVL",3.5,3.27,3.41,3.57,3.42
"54518_APBB1IP",4.74,5.73,4.92,4.58,4.79
"54541_DDIT4",2.62,4.09,4.85,5.11,2.82
"54543_TOMM7",10.78,10.91,10.86,10.86,11.44
"54555_DDX49",7.06,6.9,7.45,6.83,6.56
"54557_SGTB",2.84,3.67,4.07,3.99,2.53
"54620_FBXL19",6.41,8.15,6.98,7.83,6.76
"54680_ZNHIT6",3.57,7.37,5.47,5.59,4.13
"54682_MANSC1",2.33,2.31,2.14,1.91,2.51
"54704_PDP1",4,5.63,5.37,5.51,4.11
"54741_LEPROT",3.78,4.82,4.54,4.6,4.17
"54749_EPDR1",4.47,5.45,5.75,4.31,4.05
"54751_FBLIM1",6.41,6.15,10.82,7.99,6.37
"54763_ROPN1",3.33,2.56,2.37,2.55,2.3
"54780_NSMCE4A",7.34,7.91,6.72,6.3,6.98
"54799_MBTD1",4.2,4.01,3.75,3.47,4.46
"54821_ERCC6L",4.2,6.77,5.9,5.76,4.68
"54828_BCAS3",8.63,4.74,4.75,4.58,5.23
"54830_NUP62CL",4.06,3.58,3.11,2.82,2.89
"54843_SYTL2",5.33,3.58,4.6,3.81,4.08
"54852_PAQR5",3.86,5.13,4.2,4.47,3.65
"54863_TOR4A",5.5,7.81,5.28,5.77,5.37
"54874_FNBP1L",3.51,5.33,4.95,4.71,4.27
"54880_BCOR",4.2,4.47,4.13,4.76,4.51
"54888_NSUN2",3.89,4.49,4.91,5.45,3.82
"54894_RNF43",5.18,4.19,4.08,4.26,4.56
"54908_SPDL1",6.02,6.87,7.31,7.14,5.44
"54910_SEMA4C",9.2,7.31,6.91,6.91,6.6
"54913_RPP25",6.08,6.24,5.42,6.47,6.1
"54916_TMEM260",4.27,4.19,4.15,4.14,4.13
"54918_CMTM6",6.97,7.75,7.46,6.28,6.76
"54930_HAUS4",8.66,8.88,8.08,7.87,8.54
"54935_DUSP23",7.3,7.8,7.09,7.34,7.84
"54941_RNF125",2.6,2.72,2.3,2.46,2.36
"54947_LPCAT2",3.12,3.28,3.39,3.18,3.1
"54948_MRPL16",8.3,8.18,7.64,7.48,8.44
"54964_C1orf56",5.88,5.33,5.09,6.1,5.71
"54985_HCFC1R1",7.57,8.4,7.16,7.22,7.38
"54997_TESC",5.74,5.62,5.7,5.64,5.84
"55000_TUG1",8.12,7.81,7.82,7.99,7.96
"55002_TMCO3",4.73,5.67,6.4,5.96,5.5
"55003_PAK1IP1",4.82,6.57,6.39,5.83,4.97
"55008_HERC6",4.87,5.06,3.77,6.13,4.61
"55013_CCDC109B",4.95,5.92,4.5,5.21,4.66
"55026_TMEM255A",3.26,2.95,3.11,3.08,3.29
"55033_FKBP14",3.56,4.07,5.3,4.5,3.53
"55041_PLEKHB2",6.16,7.29,6.55,6.1,5.32
"55062_WIPI1",3.22,3.96,4.12,3.48,4.86
"55069_TMEM248",5.74,6.73,7.03,5.98,6.25
"55073_LRRC37A4P",2.89,3.45,3.09,2.75,3.42
"55076_TMEM45A",3.48,3.88,8.11,5.3,3.26
"55081_IFT57",4.94,5.85,5.94,5.45,5.29
"55093_WDYHV1",5.34,5.55,6.05,4.94,4.87
"55107_ANO1",2.71,2.45,2.43,2.59,2.79
"55114_ARHGAP17",3.98,4.93,5.36,5.27,4.15
"55137_FIGN",2.78,3.02,3.15,2.54,2.48
"55144_LRRC8D",4.9,6.63,5.47,5.9,5.02
"55146_ZDHHC4",8.81,8.6,8.12,7.33,8.32
"55151_TMEM38B",5.18,5.85,4.98,5.08,5.51
"55156_ARMC1",5.77,6.37,7.45,7.13,6.87
"55161_TMEM33",5.16,6.1,5.19,5.03,4.79
"55165_CEP55",7.36,8.56,8.37,8.57,7.05
"55172_DNAAF2",4.14,4.34,3.54,3.62,3.17
"55173_MRPS10",5.79,7.3,6.58,5.31,5.58
"55174_INTS10",3.88,5.22,4.89,5.72,4.68
"55178_RNMTL1",7.48,7.09,6.31,7.46,6.8
"55179_FAIM",3.82,3.61,4.77,2.71,4.39
"55190_NUDT11",3.91,3.73,3.24,5.27,3.74
"55191_NADSYN1",6.44,5.55,5.51,5.32,5.7
"55193_PBRM1",4.33,5.7,5.48,5.5,4.32
"55228_PNMAL1",3.03,5.1,4.71,4.97,3.1
"55243_KIRREL",5.83,6.7,7.62,7.61,5.24
"55246_CCDC25",7.28,7.96,8.09,9.05,7.54
"55256_ADI1",7.41,6.6,7.07,6.58,6.08
"55272_IMP3",9.59,9.12,8.79,8.07,9.38
"55283_MCOLN3",2.63,3.23,2.97,2.87,2.86
"55299_BRIX1",5.94,7.45,7.06,6.76,6.21
"55308_DDX19A",5.24,6.02,6.24,6.56,6.49
"55312_RFK",3.59,4.07,3.07,3.51,3.12
"55323_LARP6",3.85,5.7,5.57,4.65,3.99
"55328_RNLS",4.61,4.2,4.2,4.15,3.97
"55330_BLOC1S4",4.48,4.41,4.47,3.7,4.44
"55332_DRAM1",3.63,3.46,3.81,3.56,3.8
"55337_C19orf66",5.2,5.22,5.17,5.9,4.8
"55342_STRBP",4.29,4.18,3.4,4.61,3.93
"55351_STK32B",6.03,5.88,7.28,6.27,6.03
"55353_LAPTM4B",10.88,9.57,10.97,10.91,10.09
"55355_HJURP",6.29,7.56,7.74,7.38,5.39
"55357_TBC1D2",4.75,7.61,4.9,7.36,5.05
"55364_IMPACT",5.61,5,5.61,4.13,4.38
"55379_LRRC59",8.66,9.57,9.36,9.79,8.98
"55422_ZNF331",4.22,3.53,3.44,3.74,3.55
